?column?
(37,1.07)
(48,1.08)
(24,1.04)
(31,1.01)
(30,1)
(14,1)
(25,1)
(16,1.05)
(47,1.03)
(23,1.01)
(28,1.06)
(5,1.01)
(18,1.04)
(22,1.03)
(36,1.07)
(8,1.08)
(32,1.04)
(34,1)
(3,1)
(2,1.04)
(26,1.04)
(31,1.04)
(12,1.02)
(20,1.05)
(29,1)
(36,1.08)
(25,1.06)
(37,1.06)
(40,1.02)
(19,1.03)
(13,1.07)
(30,1.06)
(7,1.05)
(9,1.02)
(38,1.04)
(5,1.03)
(37,1.06)
(40,1.02)
(27,1)
(43,1.02)
(44,1.07)
(12,1.07)
(48,1.02)
(43,1.05)
(49,1.05)
(12,1.05)
(46,1.04)
(22,1.02)
(48,1)
(42,1.03)
(27,1.03)
(4,1.03)
(33,1.03)
(13,1.05)
(41,1.06)
(19,1.07)
(20,1.07)
(3,1.03)
(36,1.01)
(7,1)
(3,1.07)
(34,1.02)
(26,1.01)
(20,1.08)
(34,1)
(4,1.04)
(5,1.03)
(24,1.04)
(11,1)
(38,1.02)
(2,1.08)
(7,1.02)
(29,1.06)
(39,1.04)
(24,1.02)
(34,1.05)
(31,1.07)
(6,1.07)
(41,1.08)
(45,1.01)
(43,1.03)
(51,1.07)
(5,1.08)
(25,1.07)
(25,1.05)
(26,1.01)
(50,1.01)
(31,1.02)
(8,1.02)
(23,1.04)
(47,1.04)
(21,1.07)
(38,1.08)
(28,1.07)
(2,1.08)
(36,1.03)
(15,1)
(21,1.02)
(38,1.02)
(18,1.02)
(27,1.01)
(21,1.05)
(47,1.03)
(5,1.03)
(3,1.02)
(20,1.06)
(45,1)
(7,1.04)
(31,1.07)
(27,1.08)
(33,1.05)
(35,1.04)
(42,1.07)
(13,1.03)
(29,1.04)
(47,1.03)
(5,1.01)
(18,1.07)
(38,1.08)
(27,1.05)
(16,1.03)
(26,1.02)
(19,1.04)
(24,1.03)
(30,1.04)
(9,1.02)
(8,1.02)
(13,1.06)
(42,1.08)
(9,1.08)
(29,1.08)
(5,1.06)
(38,1.01)
(10,1.04)
(10,1.06)
(14,1.07)
(50,1.01)
(34,1.04)
(51,1.02)
(32,1.03)
(13,1.05)
(24,1.03)
(33,1)
(47,1.08)
(14,1.05)
(49,1.04)
(35,1.04)
(9,1.02)
(44,1)
(51,1.05)
(40,1.03)
(27,1.05)
(40,1.06)
(43,1.05)
(11,1.05)
(41,1.08)
(44,1.06)
(28,1.04)
(20,1.05)
(2,1.06)
(2,1.01)
(10,1.04)
(3,1.04)
(51,1.01)
(31,1)
(37,1.06)
(18,1.03)
(21,1)
(13,1.08)
(49,1.04)
(25,1.04)
(41,1.04)
(14,1.08)
(49,1.03)
(44,1.06)
(35,1.07)
(43,1.06)
(2,1.05)
(40,1.02)
(29,1.01)
(36,1.08)
(39,1.01)
(34,1.07)
(6,1.03)
(32,1.03)
(12,1.08)
(17,1.04)
(16,1.06)
(23,1.06)
(22,1.01)
(39,1.01)
(35,1.03)
(2,1.07)
(33,1.04)
(7,1.02)
(32,1.02)
(39,1.05)
(30,1.05)
(6,1.04)
(14,1)
(4,1.02)
(2,1.02)
(34,1.06)
(32,1.02)
(3,1.01)
(46,1.08)
(50,1)
(49,1.06)
(19,1.08)
(20,1.04)
(49,1.03)
(13,1.05)
(7,1.01)
(47,1.08)
(31,1.03)
(47,1.07)
(11,1.01)
(45,1.01)
(51,1.03)
(43,1.04)
(42,1.01)
(29,1.08)
(25,1.05)
(35,1.08)
(46,1.01)
(34,1.07)
(44,1.06)
(17,1.05)
(9,1.07)
(10,1.03)
(18,1.01)
(23,1.07)
(46,1)
(21,1.06)
(45,1)
(26,1.02)
(25,1.03)
(34,1.06)
(13,1.01)
(33,1.06)
(43,1)
(15,1)
(41,1.05)
(47,1.04)
(6,1.02)
(42,1.08)
(7,1.05)
(42,1.04)
(34,1.05)
(51,1.05)
(37,1.06)
(13,1.03)
(51,1.06)
(35,1.06)
(17,1.06)
(47,1.06)
(10,1.08)
(34,1.03)
(10,1.04)
(6,1.01)
(35,1.08)
(35,1.08)
(47,1.04)
(30,1.02)
(33,1.02)
(23,1.05)
(37,1.04)
(27,1.07)
(12,1)
(37,1.05)
(16,1.03)
(49,1.01)
(18,1.01)
(48,1.07)
(39,1.03)
(24,1.08)
(20,1.02)
(13,1.07)
(18,1.08)
(34,1.02)
(40,1.04)
(3,1.01)
(22,1.01)
(8,1.04)
(41,1.06)
(10,1.02)
(49,1.06)
(18,1.01)
(32,1.02)
(5,1.06)
(43,1.05)
(20,1.06)
(20,1.04)
(50,1.01)
(35,1.02)
(44,1.06)
(5,1.02)
(8,1.02)
(22,1.03)
(28,1.05)
(23,1.08)
(35,1.05)
(41,1.04)
(37,1.02)
(43,1.07)
(28,1.04)
(30,1.01)
(21,1.01)
(23,1)
(39,1.03)
(3,1)
(42,1.07)
(42,1.07)
(47,1.01)
(27,1.03)
(10,1.05)
(13,1.06)
(21,1.07)
(21,1.02)
(40,1.03)
(24,1)
(29,1.01)
(32,1.01)
(28,1.08)
(28,1.08)
(46,1.08)
(5,1.03)
(8,1.06)
(37,1.02)
(35,1.03)
(24,1)
(47,1.08)
(49,1.08)
(15,1.06)
(6,1.07)
(22,1.04)
(31,1.01)
(46,1.02)
(51,1)
(10,1.08)
(49,1.06)
(19,1.01)
(43,1.01)
(33,1.04)
(22,1.02)
(4,1.04)
(43,1.01)
(2,1.04)
(11,1)
(50,1.07)
(18,1)
(38,1.07)
(13,1.03)
(19,1.03)
(30,1)
(4,1.01)
(27,1.07)
(16,1.06)
(42,1.06)
(36,1.04)
(19,1.05)
(50,1.08)
(2,1.07)
(40,1.01)
(44,1.02)
(28,1.02)
(15,1.06)
(2,1.08)
(41,1.01)
(3,1.07)
(28,1.06)
(15,1.07)
(2,1)
(51,1.07)
(12,1.01)
(40,1.05)
(16,1.04)
(47,1.01)
(44,1.07)
(26,1.03)
(34,1.06)
(11,1)
(48,1.06)
(17,1.05)
(17,1.03)
(13,1.01)
(44,1.05)
(7,1.07)
(12,1.07)
(10,1.06)
(26,1.01)
(2,1.07)
(51,1.03)
(44,1.03)
(50,1.08)
(7,1.04)
(4,1.04)
(16,1.05)
(25,1.03)
(28,1.01)
(48,1.08)
(39,1.08)
(4,1.06)
(5,1.08)
(42,1.05)
(48,1.03)
(11,1.01)
(45,1.01)
(22,1.04)
(49,1.07)
(30,1.08)
(10,1.05)
(16,1.06)
(10,1)
(50,1.03)
(49,1.02)
(13,1.04)
(39,1.05)
(22,1.06)
(50,1)
(41,1.01)
(18,1.05)
(40,1.03)
(22,1.04)
(43,1.04)
(46,1.07)
(36,1)
(46,1.06)
(2,1.07)
(41,1.03)
(39,1.06)
(3,1.05)
(20,1.05)
(28,1.05)
(45,1.05)
(10,1.08)
(18,1.05)
(29,1.02)
(9,1.01)
(40,1.04)
(50,1.08)
(7,1.02)
(27,1.01)
(12,1.04)
(19,1)
(12,1.05)
(22,1.02)
(5,1.03)
(10,1.08)
(32,1)
(49,1.08)
(48,1.07)
(26,1.01)
(37,1.07)
(4,1.05)
(11,1.06)
(29,1.06)
(4,1.01)
(20,1.07)
(28,1.02)
(11,1.03)
(10,1.07)
(2,1.04)
(46,1.01)
(25,1.06)
(2,1.07)
(41,1.05)
(6,1.05)
(39,1.04)
(47,1.05)
(42,1.08)
(38,1.05)
(22,1)
(44,1.01)
(14,1.01)
(16,1.01)
(43,1.04)
(47,1.05)
(12,1.07)
(36,1.04)
(46,1.05)
(23,1.01)
(47,1.05)
(11,1.02)
(49,1)
(19,1.05)
(46,1.03)
(29,1.04)
(18,1.08)
(4,1.07)
(39,1.01)
(33,1.02)
(39,1.03)
(35,1.01)
(9,1)
(32,1.07)
(8,1.01)
(16,1)
(8,1.05)
(13,1.03)
(31,1.07)
(27,1.02)
(11,1.02)
(46,1.05)
(49,1.08)
(50,1.01)
(24,1.04)
(36,1.08)
(50,1.05)
(48,1.03)
(11,1.04)
(51,1.06)
(32,1.05)
(48,1.05)
(49,1.08)
(47,1.05)
(11,1.02)
(20,1.06)
(8,1.03)
(2,1.01)
(40,1.07)
(50,1.06)
(17,1.04)
(32,1.08)
(17,1.02)
(10,1.06)
(10,1.01)
(40,1.03)
(46,1.01)
(46,1.05)
(49,1.05)
(17,1.03)
(24,1.03)
(36,1)
(45,1.01)
(16,1.07)
(37,1.06)
(11,1)
(19,1.03)
(9,1.01)
(51,1.07)
(48,1.07)
(23,1.01)
(17,1.08)
(44,1.04)
(41,1.03)
(10,1)
(48,1)
(32,1.04)
(42,1.08)
(15,1.04)
(31,1.02)
(42,1.06)
(44,1.05)
(36,1.06)
(6,1)
(20,1.06)
(43,1.04)
(50,1.04)
(26,1.02)
(33,1)
(37,1.06)
(20,1.06)
(39,1.07)
(18,1)
(20,1.07)
(19,1)
(43,1.07)
(32,1.08)
(24,1.04)
(25,1.03)
(35,1.01)
(22,1.04)
(21,1.03)
(45,1.05)
(51,1.03)
(7,1.05)
(13,1.06)
(34,1.02)
(32,1.06)
(21,1.03)
(37,1.07)
(12,1.03)
(29,1.02)
(13,1)
(20,1)
(10,1.08)
(2,1.05)
(42,1.08)
(42,1.03)
(48,1.01)
(49,1.04)
(6,1.07)
(42,1.08)
(15,1.03)
(21,1.03)
(20,1.06)
(2,1.06)
(6,1.07)
(15,1.04)
(22,1.03)
(49,1.01)
(14,1.03)
(4,1.02)
(42,1)
(31,1.02)
(23,1.06)
(28,1.08)
(32,1.02)
(11,1.03)
(8,1.03)
(14,1.01)
(9,1.05)
(22,1.06)
(6,1.01)
(24,1.05)
(22,1.08)
(5,1.01)
(25,1.04)
(37,1.06)
(4,1.06)
(15,1.07)
(23,1.07)
(9,1.01)
(46,1)
(4,1.02)
(2,1.04)
(37,1.01)
(23,1.01)
(13,1.07)
(8,1.02)
(50,1.07)
(13,1.04)
(27,1.06)
(22,1.05)
(18,1.03)
(42,1.06)
(24,1.06)
(51,1.05)
(42,1.03)
(25,1.02)
(48,1.08)
(51,1.01)
(41,1.03)
(45,1.08)
(28,1.06)
(14,1)
(8,1.02)
(50,1.04)
(21,1.08)
(36,1)
(45,1.08)
(13,1.07)
(40,1.01)
(37,1.03)
(21,1.02)
(13,1.05)
(39,1.05)
(46,1.01)
(49,1.06)
(43,1.08)
(44,1.06)
(10,1.02)
(7,1.06)
(48,1.04)
(21,1.01)
(44,1.04)
(33,1.04)
(23,1.05)
(48,1.05)
(25,1.07)
(11,1.03)
(27,1.02)
(46,1.01)
(45,1.08)
(19,1.05)
(37,1.05)
(27,1.02)
(16,1.03)
(14,1.05)
(22,1.02)
(34,1.07)
(41,1.02)
(20,1.06)
(47,1.01)
(47,1.01)
(49,1.07)
(50,1.05)
(21,1)
(27,1.07)
(11,1.02)
(22,1.04)
(16,1)
(3,1)
(30,1.06)
(46,1.02)
(8,1.07)
(6,1.02)
(13,1.04)
(45,1.08)
(23,1.06)
(29,1.07)
(21,1.02)
(36,1.03)
(23,1.08)
(42,1)
(10,1.03)
(7,1.08)
(21,1.07)
(50,1.06)
(38,1.03)
(13,1.07)
(10,1.02)
(21,1.03)
(24,1.01)
(37,1.08)
(37,1.06)
(36,1.01)
(26,1.05)
(14,1.05)
(34,1)
(11,1.05)
(8,1.01)
(44,1.03)
(49,1)
(44,1.01)
(32,1.05)
(8,1.03)
(30,1.06)
(45,1.03)
(18,1.01)
(14,1.07)
(3,1.04)
(16,1.06)
(29,1.01)
(45,1.03)
(30,1.03)
(8,1.05)
(23,1)
(29,1.04)
(11,1.08)
(50,1)
(39,1.08)
(41,1.07)
(40,1.01)
(7,1.08)
(44,1.01)
(30,1.04)
(31,1.03)
(44,1.02)
(40,1.02)
(12,1)
(6,1.07)
(12,1.04)
(26,1.01)
(16,1.08)
(7,1.05)
(48,1.01)
(25,1.04)
(31,1.06)
(31,1)
(12,1.01)
(32,1.08)
(16,1)
(49,1)
(21,1.04)
(3,1.01)
(42,1.06)
(29,1.07)
(30,1.08)
(4,1.03)
(7,1.06)
(16,1.03)
(36,1.08)
