?column?
(63.96,64.04)
(93.94,94.06)
(97.94,98.06)
(19.96,20.04)
(33.92,34.08)
(78,78)
(49.94,50.06)
(9.98,10.02)
(53.86,54.14)
(59.9,60.1)
(68,68)
(28,28)
(60,60)
(99.92,100.08)
(71.88,72.12)
(45.94,46.06)
(19.88,20.12)
(15.86,16.14)
(67.9,68.1)
(42,42)
(11.94,12.06)
(25.94,26.06)
(31.92,32.08)
(63.96,64.04)
(99.88,100.12)
(43.86,44.14)
(42,42)
(43.96,44.04)
(85.94,86.06)
(55.98,56.02)
(89.88,90.12)
(37.96,38.04)
(47.92,48.08)
(89.98,90.02)
(91.86,92.14)
(67.92,68.08)
(44,44)
(7.84,8.16)
(21.92,22.08)
(24,24)
(61.94,62.06)
(1.9,2.1)
(89.98,90.02)
(73.96,74.04)
(83.88,84.12)
(53.9,54.1)
(67.9,68.1)
(34,34)
(45.98,46.02)
(28,28)
(55.86,56.14)
(25.9,26.1)
(61.92,62.08)
(46,46)
(35.98,36.02)
(91.84,92.16)
(41.98,42.02)
(10,10)
(29.96,30.04)
(62,62)
(68,68)
(45.88,46.12)
(91.84,92.16)
(63.9,64.1)
(25.84,26.16)
(73.9,74.1)
(43.98,44.02)
(29.98,30.02)
(13.88,14.12)
(66,66)
(77.88,78.12)
(41.98,42.02)
(14,14)
(21.88,22.12)
(99.92,100.08)
(93.84,94.16)
(56,56)
(57.88,58.12)
(5.88,6.12)
(53.94,54.06)
(39.94,40.06)
(79.88,80.12)
(1.92,2.08)
(69.84,70.16)
(20,20)
(79.94,80.06)
(3.88,4.12)
(43.88,44.12)
(63.96,64.04)
(23.88,24.12)
(99.94,100.06)
(29.88,30.12)
(55.84,56.16)
(70,70)
(97.86,98.14)
(1.8599999999999999,2.14)
(1.84,2.16)
(77.98,78.02)
(36,36)
(51.98,52.02)
(67.98,68.02)
(90,90)
(31.96,32.04)
(83.88,84.12)
(41.92,42.08)
(9.88,10.12)
(33.98,34.02)
(63.92,64.08)
(61.84,62.16)
(71.96,72.04)
(87.88,88.12)
(73.92,74.08)
(3.92,4.08)
(61.92,62.08)
(89.92,90.08)
(45.94,46.06)
(69.86,70.14)
(73.92,74.08)
(61.86,62.14)
(33.96,34.04)
(17.98,18.02)
(97.86,98.14)
(15.84,16.16)
(73.88,74.12)
(19.94,20.06)
(98,98)
(76,76)
(47.84,48.16)
(17.96,18.04)
(53.9,54.1)
(15.96,16.04)
(50,50)
(89.86,90.14)
(41.94,42.06)
(95.98,96.02)
(1.98,2.02)
(7.84,8.16)
(29.96,30.04)
(85.88,86.12)
(31.98,32.02)
(37.84,38.16)
(17.92,18.08)
(90,90)
(99.94,100.06)
(65.98,66.02)
(15.88,16.12)
(44,44)
(67.9,68.1)
(39.92,40.08)
(48,48)
(93.88,94.12)
(85.9,86.1)
(45.98,46.02)
(95.94,96.06)
(69.88,70.12)
(82,82)
(99.94,100.06)
(41.86,42.14)
(93.94,94.06)
(54,54)
(59.88,60.12)
(58,58)
(23.84,24.16)
(47.94,48.06)
(94,94)
(29.9,30.1)
(88,88)
(39.94,40.06)
(53.84,54.16)
(33.94,34.06)
(3.9,4.1)
(20,20)
(71.92,72.08)
(95.86,96.14)
(21.86,22.14)
(73.98,74.02)
(63.86,64.14)
(45.98,46.02)
(81.96,82.04)
(53.94,54.06)
(72,72)
(43.98,44.02)
(21.88,22.12)
(97.98,98.02)
(11.84,12.16)
(82,82)
(39.84,40.16)
(49.88,50.12)
(81.98,82.02)
(95.92,96.08)
(32,32)
(89.94,90.06)
(63.88,64.12)
(79.9,80.1)
(89.84,90.16)
(71.9,72.1)
(87.88,88.12)
(79.96,80.04)
(1.8599999999999999,2.14)
(27.98,28.02)
(42,42)
(43.92,44.08)
(6,6)
(3.96,4.04)
(86,86)
(33.94,34.06)
(62,62)
(79.92,80.08)
(83.94,84.06)
(89.88,90.12)
(29.94,30.06)
(75.86,76.14)
(63.92,64.08)
(92,92)
(45.88,46.12)
(81.98,82.02)
(57.86,58.14)
(55.9,56.1)
(95.84,96.16)
(95.96,96.04)
(67.98,68.02)
(39.92,40.08)
(95.94,96.06)
(15.84,16.16)
(81.9,82.1)
(57.9,58.1)
(15.86,16.14)
(85.98,86.02)
(29.98,30.02)
(17.84,18.16)
(41.98,42.02)
(24,24)
(15.98,16.02)
(27.88,28.12)
(15.9,16.1)
(93.96,94.04)
(53.96,54.04)
(38,38)
(68,68)
(77.84,78.16)
(99.9,100.1)
(13.84,14.16)
(19.9,20.1)
(91.9,92.1)
(47.92,48.08)
(59.88,60.12)
(97.88,98.12)
(10,10)
(57.86,58.14)
(69.94,70.06)
(77.84,78.16)
(11.86,12.14)
(33.84,34.16)
(39.84,40.16)
(83.9,84.1)
(23.98,24.02)
(55.9,56.1)
(99.88,100.12)
(49.94,50.06)
(57.92,58.08)
(39.86,40.14)
(83.92,84.08)
(5.9,6.1)
(15.88,16.12)
(87.88,88.12)
(33.92,34.08)
(55.94,56.06)
(83.86,84.14)
(39.88,40.12)
(79.88,80.12)
(75.98,76.02)
(93.94,94.06)
(31.94,32.06)
(23.96,24.04)
(74,74)
(97.84,98.16)
(58,58)
(64,64)
(43.92,44.08)
(41.94,42.06)
(23.96,24.04)
(1.88,2.12)
(87.96,88.04)
(23.86,24.14)
(17.86,18.14)
(83.92,84.08)
(60,60)
(3.88,4.12)
(84,84)
(55.9,56.1)
(69.92,70.08)
(80,80)
(58,58)
(37.96,38.04)
(45.98,46.02)
(75.98,76.02)
(81.96,82.04)
(97.96,98.04)
(61.9,62.1)
(35.92,36.08)
(3.94,4.06)
(67.92,68.08)
(63.88,64.12)
(16,16)
(39.9,40.1)
(24,24)
(55.9,56.1)
(73.94,74.06)
(33.9,34.1)
(29.88,30.12)
(73.96,74.04)
(49.96,50.04)
(85.88,86.12)
(29.9,30.1)
(95.92,96.08)
(8,8)
(55.92,56.08)
(55.86,56.14)
(81.9,82.1)
(99.86,100.14)
(94,94)
(29.86,30.14)
(47.92,48.08)
(67.84,68.16)
(75.88,76.12)
(65.86,66.14)
(81.88,82.12)
(7.92,8.08)
(91.86,92.14)
(95.98,96.02)
(45.96,46.04)
(54,54)
(77.98,78.02)
(51.98,52.02)
(63.96,64.04)
(31.98,32.02)
(1.88,2.12)
(91.88,92.12)
(47.96,48.04)
(56,56)
(35.94,36.06)
(3.98,4.02)
(47.98,48.02)
(69.9,70.1)
(53.86,54.14)
(3.84,4.16)
(16,16)
(57.96,58.04)
(17.86,18.14)
(59.84,60.16)
(83.98,84.02)
(65.9,66.1)
(91.88,92.12)
(49.84,50.16)
(19.9,20.1)
(90,90)
(91.98,92.02)
(28,28)
(89.98,90.02)
(21.84,22.16)
(67.92,68.08)
(27.94,28.06)
(9.86,10.14)
(33.98,34.02)
(11.86,12.14)
(3.92,4.08)
(1.98,2.02)
(87.96,88.04)
(43.84,44.16)
(7.86,8.14)
(41.86,42.14)
(56,56)
(73.86,74.14)
(65.9,66.1)
(10,10)
(91.9,92.1)
(28,28)
(37.96,38.04)
(49.98,50.02)
(31.9,32.1)
(3.84,4.16)
(3.86,4.14)
(69.9,70.1)
(73.9,74.1)
(21.92,22.08)
(69.84,70.16)
(73.96,74.04)
(56,56)
(59.98,60.02)
(73.96,74.04)
(33.94,34.06)
(35.94,36.06)
(2,2)
(89.98,90.02)
(77.96,78.04)
(56,56)
(61.86,62.14)
(79.88,80.12)
(11.92,12.08)
(99.84,100.16)
(69.84,70.16)
(69.92,70.08)
(21.84,22.16)
(59.88,60.12)
(57.88,58.12)
(67.92,68.08)
(97.9,98.1)
(13.92,14.08)
(75.86,76.14)
(87.86,88.14)
(83.88,84.12)
(29.9,30.1)
(37.98,38.02)
(33.96,34.04)
(61.86,62.14)
(60,60)
(29.88,30.12)
(51.9,52.1)
(38,38)
(83.98,84.02)
(55.94,56.06)
(59.84,60.16)
(93.92,94.08)
(7.88,8.12)
(3.9,4.1)
(38,38)
(35.96,36.04)
(81.9,82.1)
(76,76)
(35.94,36.06)
(50,50)
(59.98,60.02)
(15.98,16.02)
(93.9,94.1)
(35.96,36.04)
(59.96,60.04)
(7.84,8.16)
(83.9,84.1)
(93.98,94.02)
(85.84,86.16)
(73.86,74.14)
(23.84,24.16)
(62,62)
(97.96,98.04)
(51.84,52.16)
(35.94,36.06)
(51.92,52.08)
(93.92,94.08)
(21.92,22.08)
(29.92,30.08)
(59.94,60.06)
(35.84,36.16)
(83.96,84.04)
(91.96,92.04)
(7.84,8.16)
(47.9,48.1)
(63.98,64.02)
(51.98,52.02)
(27.88,28.12)
(87.92,88.08)
(47.88,48.12)
(25.92,26.08)
(93.9,94.1)
(76,76)
(77.86,78.14)
(77.86,78.14)
(79.98,80.02)
(89.92,90.08)
(75.9,76.1)
(37.94,38.06)
(87.96,88.04)
(23.84,24.16)
(44,44)
(1.92,2.08)
(43.98,44.02)
(43.92,44.08)
(25.9,26.1)
(9.98,10.02)
(59.86,60.14)
(27.86,28.14)
(45.86,46.14)
(93.9,94.1)
(9.96,10.04)
(63.84,64.16)
(69.9,70.1)
(37.94,38.06)
(38,38)
(74,74)
(17.96,18.04)
(93.86,94.14)
(49.86,50.14)
(22,22)
(97.96,98.04)
(25.84,26.16)
(65.94,66.06)
(63.96,64.04)
(51.84,52.16)
(91.86,92.14)
(33.96,34.04)
(13.86,14.14)
(11.98,12.02)
(64,64)
(93.96,94.04)
(41.94,42.06)
(77.84,78.16)
(42,42)
(55.98,56.02)
(5.84,6.16)
(53.88,54.12)
(39.86,40.14)
(33.96,34.04)
(41.96,42.04)
(35.94,36.06)
(15.94,16.06)
(15.9,16.1)
(40,40)
(49.9,50.1)
(55.98,56.02)
(3.96,4.04)
(31.96,32.04)
(43.96,44.04)
(24,24)
(75.96,76.04)
(39.84,40.16)
(99.96,100.04)
(17.96,18.04)
(67.96,68.04)
(57.96,58.04)
(89.98,90.02)
(9.92,10.08)
(42,42)
(97.84,98.16)
(95.94,96.06)
(11.98,12.02)
(63.92,64.08)
(70,70)
(25.94,26.06)
(43.92,44.08)
(22,22)
(73.94,74.06)
(21.86,22.14)
(17.86,18.14)
(57.88,58.12)
(67.88,68.12)
(87.94,88.06)
(3.94,4.06)
(3.94,4.06)
(36,36)
(59.88,60.12)
(83.86,84.14)
(67.86,68.14)
(11.84,12.16)
(29.9,30.1)
(77.86,78.14)
(31.9,32.1)
(73.84,74.16)
(87.88,88.12)
(73.94,74.06)
(7.84,8.16)
(85.94,86.06)
(94,94)
(23.9,24.1)
(15.86,16.14)
(49.94,50.06)
(95.9,96.1)
(91.84,92.16)
(35.86,36.14)
(22,22)
(51.98,52.02)
(61.96,62.04)
(49.96,50.04)
(50,50)
(91.9,92.1)
(33.96,34.04)
(47.88,48.12)
(14,14)
(63.96,64.04)
(88,88)
(15.86,16.14)
(45.86,46.14)
(3.92,4.08)
(87.9,88.1)
(91.9,92.1)
(61.96,62.04)
(31.88,32.12)
(87.96,88.04)
(49.98,50.02)
(9.98,10.02)
(3.84,4.16)
(3.9,4.1)
(11.86,12.14)
(13.84,14.16)
(61.88,62.12)
(98,98)
(59.9,60.1)
(81.94,82.06)
(57.84,58.16)
(1.98,2.02)
(89.98,90.02)
(31.96,32.04)
(41.96,42.04)
(95.96,96.04)
(67.86,68.14)
(73.86,74.14)
(43.94,44.06)
(25.86,26.14)
(77.9,78.1)
(1.84,2.16)
(67.84,68.16)
(63.96,64.04)
(91.84,92.16)
(85.86,86.14)
(88,88)
(47.9,48.1)
(67.94,68.06)
(47.88,48.12)
(25.88,26.12)
(57.9,58.1)
(35.94,36.06)
(83.86,84.14)
(79.84,80.16)
(17.86,18.14)
(24,24)
(11.84,12.16)
(67.86,68.14)
(9.9,10.1)
(53.86,54.14)
(69.9,70.1)
(11.86,12.14)
(65.88,66.12)
(51.96,52.04)
(39.9,40.1)
(90,90)
(45.86,46.14)
(33.98,34.02)
(7.9,8.1)
(77.88,78.12)
(7.92,8.08)
(91.88,92.12)
(71.96,72.04)
(15.88,16.12)
(49.92,50.08)
(83.94,84.06)
(9.96,10.04)
(55.98,56.02)
(67.84,68.16)
(33.88,34.12)
(49.84,50.16)
(85.88,86.12)
(11.92,12.08)
(14,14)
(3.92,4.08)
(43.94,44.06)
(21.98,22.02)
(15.86,16.14)
(63.92,64.08)
(29.9,30.1)
(55.84,56.16)
(83.84,84.16)
(89.98,90.02)
(7.84,8.16)
(85.92,86.08)
(38,38)
(97.96,98.04)
(53.88,54.12)
(27.86,28.14)
(39.88,40.12)
(13.84,14.16)
(85.96,86.04)
(29.86,30.14)
(31.9,32.1)
(63.9,64.1)
(97.88,98.12)
(49.86,50.14)
(3.86,4.14)
(73.96,74.04)
(97.9,98.1)
(21.84,22.16)
(89.86,90.14)
(89.98,90.02)
(95.86,96.14)
(49.86,50.14)
(55.88,56.12)
(69.92,70.08)
(7.88,8.12)
(76,76)
(57.96,58.04)
(34,34)
(87.86,88.14)
(97.88,98.12)
(1.96,2.04)
(77.9,78.1)
(47.94,48.06)
(41.88,42.12)
(1.9,2.1)
(63.96,64.04)
(96,96)
(71.88,72.12)
(95.96,96.04)
(37.86,38.14)
(60,60)
(77.98,78.02)
(71.98,72.02)
(77.88,78.12)
(9.88,10.12)
(83.9,84.1)
(58,58)
(94,94)
(59.88,60.12)
(13.98,14.02)
(65.88,66.12)
(45.92,46.08)
(91.9,92.1)
(89.84,90.16)
(61.9,62.1)
(7.84,8.16)
(51.94,52.06)
(72,72)
(91.9,92.1)
(85.86,86.14)
(81.94,82.06)
(25.92,26.08)
(25.92,26.08)
(81.86,82.14)
(63.86,64.14)
(5.94,6.06)
(76,76)
(75.9,76.1)
(77.96,78.04)
(15.94,16.06)
(73.86,74.14)
(79.96,80.04)
(17.96,18.04)
(85.86,86.14)
(20,20)
(60,60)
(83.88,84.12)
(93.96,94.04)
(13.88,14.12)
(91.92,92.08)
(33.92,34.08)
(5.9,6.1)
(15.9,16.1)
(79.84,80.16)
(59.98,60.02)
(65.94,66.06)
(29.88,30.12)
(43.9,44.1)
(61.86,62.14)
(24,24)
(46,46)
(93.98,94.02)
(79.92,80.08)
(53.86,54.14)
(25.98,26.02)
(13.96,14.04)
(85.88,86.12)
(3.88,4.12)
(17.92,18.08)
(77.9,78.1)
(43.94,44.06)
(35.86,36.14)
(23.86,24.14)
(73.94,74.06)
(17.92,18.08)
(9.92,10.08)
(45.98,46.02)
(71.92,72.08)
(35.98,36.02)
(3.94,4.06)
(47.96,48.04)
(53.9,54.1)
(91.9,92.1)
(36,36)
(21.9,22.1)
(94,94)
(60,60)
(59.92,60.08)
(55.92,56.08)
(52,52)
(7.94,8.06)
(75.84,76.16)
(23.9,24.1)
(35.88,36.12)
(21.96,22.04)
(1.8599999999999999,2.14)
(37.94,38.06)
(63.94,64.06)
(79.84,80.16)
(89.96,90.04)
(42,42)
(61.9,62.1)
(3.9,4.1)
(81.84,82.16)
(22,22)
(1.92,2.08)
(65.92,66.08)
(61.88,62.12)
(37.98,38.02)
(71.94,72.06)
(81.92,82.08)
(85.96,86.04)
(71.84,72.16)
(65.98,66.02)
(31.94,32.06)
(23.86,24.14)
(63.84,64.16)
(31.86,32.14)
(35.92,36.08)
(19.88,20.12)
(3.9,4.1)
(79.94,80.06)
(19.98,20.02)
(29.92,30.08)
(91.9,92.1)
(97.84,98.16)
(95.96,96.04)
(59.84,60.16)
(29.94,30.06)
(23.96,24.04)
(53.98,54.02)
(42,42)
(33.96,34.04)
(27.92,28.08)
(22,22)
(51.84,52.16)
(81.96,82.04)
(11.86,12.14)
(25.9,26.1)
(19.88,20.12)
(39.86,40.14)
(67.88,68.12)
(57.88,58.12)
(91.9,92.1)
(95.92,96.08)
